,0
350,7589519.583319097
351,7376620.2093485715
352,5606732.5563301435
353,3496367.8168693916
354,1688233.922719469
355,792086.0198552797
356,195572.24935594652
357,23800.52471007066
358,20133.59387498321
359,17086.90606306725
360,24759.58399906941
361,42333.99068937931
362,223075.1883577283
363,1013537.8259290982
364,1867573.2590983186
365,3525781.2112029525
366,5137553.941655956
367,6744184.758195609
368,8634768.619088227
369,8762841.069690816
370,10202489.142375967
371,11376618.243922757
372,10470352.31306219
373,8427941.96382206
374,7102657.245187754
375,6452333.876511496
376,6373159.913323941
377,4433692.11449411
378,2245587.0640029875
379,918274.1226699444
380,138485.92441911172
381,17870.930390338195
382,24187.786787939458
383,22636.515316807254
384,24965.80286103859
385,23183.248992802855
386,145713.03339639946
387,536023.6312300025
388,1583328.9598640928
389,3229307.544992052
390,3498940.2245422946
391,4597263.047143934
392,5646280.442554947
393,7893279.325148573
394,8587983.31983808
395,10457336.161760975
396,9753701.819673533
397,8829994.540749658
398,7776444.738695161
399,7512009.194873728
400,6341819.252933616
401,5285188.822460919
402,3073577.6080529913
403,1551504.3265664163
404,395940.6098294294
405,69188.83701977777
406,26913.244557232545
407,16048.269032959864
408,61415.93475499054
409,128211.59320691678
410,803131.3239596123
411,2237123.8692873414
412,5559331.050390682
413,10806956.69707375
414,17646126.92853363
415,22597518.343795147
416,26686061.30520864
417,28159568.977515537
418,28508059.245446213
419,28017808.397551626
420,27009937.822499458
421,24002884.85836698
422,20322871.708701782
423,15854942.823887544
424,12452121.100559315
425,7198398.225796436
426,3358466.3622667054
427,1898978.0397119748
428,733641.4305919498
429,50436.13328439705
430,31038.708721545718
431,24627.091825230185
432,22484.10399679889
433,100335.63430972393
434,697205.8511882905
435,2234034.1599922543
436,4607683.237240454
437,8973153.57691719
438,14431195.861930791
439,18617256.84449561
440,20334760.71576979
441,19714705.36448209
442,17951737.111373555
443,13013798.292910026
444,8564845.306128642
445,6225681.356669221
446,6730884.39030051
447,9073074.198420342
448,7046141.298476924
449,3326387.567714447
450,1915775.4502978716
451,1176268.1124787393
452,417421.01125436433
453,98927.89785889686
454,42494.77278671055
455,21642.342874642767
456,52865.86854490337
457,89782.65734717838
458,418999.8645024789
459,1272209.2863534275
460,2154751.60933851
461,6218697.299292126
462,12319197.418751808
463,19017890.323440257
464,21385461.749852527
465,22734341.71043747
466,24611860.028427202
467,26725957.67085805
468,26028122.775988936
469,24200424.081686232
470,21004239.92806974
471,16594951.396488499
472,12544362.314056069
473,7535631.768739088
474,3641652.3635782558
475,1901078.334802337
476,779690.9467778142
477,70217.91444595314
478,35065.563126691646
479,65488.26505954719
480,87262.29836673493
481,110656.37846369871
482,801009.0748513534
483,2173848.905862758
484,4495712.792337043
485,9306861.72521854
486,14398830.03836833
487,20938249.880089063
488,25116301.92530221
489,26757431.283527687
490,26785934.626985405
491,27150352.677700225
492,25712856.852668267
493,23613593.67186033
494,20232460.643146303
495,16296900.161275232
496,12861539.9367024
497,7676074.695951423
498,3798715.7401596876
499,2054891.1965151015
500,905632.9260862222
501,136769.4547016197
502,19597.267977314044
503,19597.267977314044
504,20508.59440604663
505,75238.86483317881
506,803687.5398427278
507,2038419.204515916
508,4456808.888263999
509,8836743.545364054
510,13410563.39441469
511,20967341.98086156
512,24948481.856200702
513,26664195.06189067
514,26199717.229740035
515,20129364.62453597
516,19930926.31824254
517,19475082.37451862
518,14098267.701262169
519,12183452.194086825
520,8530909.868078936
521,5583311.199157148
522,2820768.8718953216
523,1545139.7255566225
524,542741.984726249
525,93911.93765561035
526,9583.450606103344
527,14302.92501942975
528,23893.638459286067
529,73240.33989446996
530,203334.0925672176
531,761673.4398606134
532,1875930.5113314393
533,4306904.491563939
534,5638493.636971924
535,7126295.388320632
536,6803831.134518297
537,5455948.105967291
538,8703969.032180678
539,17671459.209960695
540,19785435.730091073
541,19781668.57808171
542,18842575.12638208
543,14834868.92260993
544,10885177.204444528
545,7056453.809850542
546,3564796.6936832117
547,1831661.3180463503
548,846547.7058109954
549,81044.57026397156
550,79797.85804654131
551,75180.54940178251
552,5598.581676690738
553,8639.566638510158
554,191120.95979675843
555,683316.1204704699
556,645236.0185430887
557,1443019.8960272332
558,2433454.3164511807
559,4328198.045056838
560,7299154.490389039
561,6939559.441539291
562,6782531.255011541
563,7083521.8568575075
564,8252054.434093771
565,11145954.356491493
566,12419042.452878963
567,11553630.46513636
568,8769933.898456912
569,5572030.306227193
570,3001424.4775713976
571,1422759.6976274385
572,420856.7334344432
573,81298.85643283623
574,10913.703417318888
575,20772.792092762546
576,67993.39234873104
577,140783.68467578306
578,754024.3496012783
579,1804930.9186835436
580,4401067.533919403
581,9482237.107772173
582,15271111.40886092
583,20937130.493388392
584,24097039.70345494
585,24529044.574676987
586,24498012.16322398
587,23961325.85892944
588,21963147.399693497
589,18283827.80471474
590,14486187.846537543
591,11633096.165414043
592,9046252.536109585
593,6431352.870832148
594,3039452.819861614
595,1534125.0215909784
596,698175.1150659233
597,103063.55015455255
598,34360.5720508114
599,10091.884054536009
600,11258.174132512153
601,105278.09078097873
602,682213.9368213562
603,1681231.5831185668
604,4199157.059107673
605,9293575.574315036
606,14879229.370425267
607,20759073.24645477
608,24763194.72009016
609,26590559.48577556
610,26124173.369391575
611,26593181.15878819
612,25012352.189418606
613,22556356.024076536
614,16206271.617637368
615,12615649.178829705
616,8917996.471272033
617,5676272.231031298
618,2993296.001036658
619,1752804.0047379355
620,640353.8709343318
621,132545.88865104475
622,19274.96445292793
623,13526.539290839919
624,8754.796198367992
625,60223.12178789407
626,606693.2019328281
627,1358641.302219749
628,2782924.0352065694
629,3363021.916011714
630,3976774.74537635
631,5389180.873415615
632,6967920.60681176
633,9065174.67673571
634,7185734.0655724425
635,6436569.997094338
636,8412399.267948622
637,5942040.5100791585
638,4880377.835930892
639,4302424.33026096
640,3316014.385516742
641,2228020.999358596
642,1185238.4115706445
643,651527.627262341
644,171711.44530645534
645,54055.79710661926
646,40465.39692942273
647,38089.00833790484
648,2591.8421471409793
649,48731.35093115761
650,170305.8487794732
651,544410.9730720685
652,922050.4792256022
653,1268823.8447743114
654,2000118.8889181043
655,3161914.877012256
656,3156589.9698223574
657,3650203.1649458837
658,4083923.7518700855
659,3744003.3597336733
660,4643851.414727677
661,4983402.715314717
662,4673843.313911308
663,4097776.7671941267
664,3188320.9867013395
665,2896866.047761289
666,1575953.6582817445
667,747130.128934345
668,210533.27889682227
669,81006.01275123625
670,19824.073464624755
671,21114.952484641126
672,10294.403761268237
673,53834.714654393596
674,444101.3644195163
675,1552752.935153211
676,3849228.108419745
677,7851309.863515768
678,11736088.4817526
679,17556861.90562065
680,21978368.865702342
681,22996023.805931635
682,24496297.79285209
683,22330118.536579713
684,21053334.92894346
685,20269093.387313876
686,14556897.76747713
687,10433388.744060898
688,6476482.043095402
689,4791757.05336756
690,2402087.3724052114
691,1619698.3502116336
692,481807.91269687307
693,87774.67421092042
694,65441.208769634264
695,53032.397893527625
696,7583.39691249641
697,22678.73192169754
698,390924.97904586646
699,1116505.8879131128
700,1791902.8242046074
701,2251431.354081145
702,3328361.0630228627
703,6280331.340134244
704,11005693.52678988
705,14328737.155624349
706,17724963.816844754
707,19085829.961516764
708,17390886.237366673
709,11922941.184029656
710,9023663.069203421
711,6304586.443041184
712,4559895.283802718
713,3014634.169377988
714,1987524.807335093
715,1242830.2603024691
716,436957.4299816833
717,86897.37874543115
718,29108.732014682086
719,42406.77220140685
720,0.0
721,0.0
722,952.4901297848257
723,10420.90207865199
724,69894.40385299803
725,194724.2017572588
726,410957.71823319176
727,538822.9935104124
728,606910.3057447949
729,601371.3618781045
730,583917.926304112
731,614981.4906298901
732,560818.4597378775
733,537388.0081625617
734,474148.37504729535
735,344772.9539753052
736,233276.32016939146
737,122775.79819665299
738,50736.22742173052
739,6363.519612384239
740,3246.143519340386
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,1215.686610562427
747,24561.70052366702
748,101372.06537734585
749,228845.61512007468
750,437421.6128996405
751,612579.6305601357
752,736241.803420161
753,877291.8456226032
754,858110.5549745407
755,888965.432203756
756,835318.372713439
757,772091.2970811443
758,677149.4910660516
759,481405.280774214
760,283140.3541302404
761,145147.54423260802
762,73155.20098186946
763,16403.228600879815
764,3649.1771540383243
765,0.0
766,0.0
767,0.0
768,0.0
769,1466.443738911025
770,4158.114388481752
771,42870.142331934854
772,163568.05783232104
773,334935.8968680709
774,553500.7050019576
775,759849.9226066264
776,939525.2544771913
777,1040069.8059815018
778,1077567.4743063275
779,1005329.9878830961
780,980809.5145648556
781,840614.1716647284
782,652508.5257491943
783,430116.8591842928
784,288314.09323251515
785,173154.52741815854
786,84908.83423158627
787,28663.77927346724
788,2541.6336987941236
789,1177.2933522755668
790,0.0
791,0.0
792,0.0
793,1113.0469595258405
794,2337.710033347069
795,35407.80600731979
796,131476.91095707647
797,291636.5521425303
798,483464.2529165635
799,734940.8124740687
800,875142.9728928995
801,802576.1263437417
802,806361.8259695948
803,788583.7148003322
804,790247.1841119373
805,835589.3065696053
806,730512.3625187918
807,549506.317423163
808,312242.6726596747
809,162948.60261791328
810,75887.76885278264
811,27136.71477482811
812,5890.941797722329
813,1804.131462673575
814,0.0
815,0.0
816,2991.9113333048044
817,1281.223525308674
818,8894.582109120396
819,63266.70817276709
820,160608.2370587459
821,329607.37234364304
822,498675.5828407913
823,724014.9548462762
824,917757.9035390967
825,1021465.6215609276
826,1077161.547397929
827,1097766.8601751896
828,1059579.9740514706
829,950775.0174382859
830,785845.3935720028
831,586164.835520444
832,392632.8905437057
833,214440.61316822833
834,114301.2370539446
835,42321.56684416872
836,5100.923757351324
837,3789.4997560399315
838,0.0
839,0.0
840,4753.272594249025
841,1663.5969758044032
842,10918.747995684116
843,66172.01944216328
844,178701.98653781431
845,351751.8333006773
846,520107.2930912729
847,717843.8776359616
848,813058.8691667845
849,854504.6611844128
850,922019.3264012679
851,885796.218071883
852,868032.398475539
853,837185.6442859233
854,687177.4315334298
855,532263.356280875
856,351175.775475023
857,203945.78090635265
858,111093.49562062079
859,43324.626651082275
860,8055.186148180574
861,5396.301742979296
862,0.0
863,0.0
864,1406.2751587716486
865,1329.0420462820557
866,10974.600957535293
867,68413.3180493475
868,185604.49614189746
869,378267.3113295519
870,578212.4302392044
871,807959.7705844565
872,934135.2315824768
873,999764.7826963724
874,954536.191410528
875,1001302.5597945407
876,918765.9615294503
877,872804.1094093422
878,698809.3386516983
879,514230.1737951312
880,355517.8873952022
881,204513.28895567928
882,110178.18727598086
883,47050.86283889011
884,6034.13765630469
885,1247.655322947796
886,0.0
887,0.0
888,1063.8988687761237
889,1407.8075194771434
890,5219.924382405125
891,12505.516757927127
892,29509.25032891578
893,58019.694501851474
894,77230.38683208906
895,110758.92128296629
896,170055.12011149095
897,204369.96918694474
898,235480.63745826238
899,364417.11574476
900,462157.72639418754
901,431037.7334014214
902,463819.9535866184
903,404842.5755316021
904,262713.963587589
905,144092.68086656043
906,81929.81704071075
907,37002.56007242595
908,4000.114782176217
909,2686.947744828978
910,1024.7014286274991
911,0.0
912,1271.3730784760571
913,1400.4726442754052
914,7799.3764648192855
915,40333.95754166357
916,85419.88889532033
917,167183.16136652415
918,322398.68079277157
919,450090.6671512196
920,469886.04424657393
921,500692.35208963545
922,551474.1678652077
923,542169.6392848713
924,556046.3136084978
925,587290.2618517847
926,502874.80706199247
927,311981.111134211
928,200134.30725683234
929,121514.25279645342
930,61182.59573187218
931,16479.58884485693
932,4671.44590228546
933,1287.8924284200389
934,1089.949322301257
935,0.0
936,1421.4398357344062
937,1188.0487102898214
938,3162.04466991088
939,16223.450119311978
940,27598.145408145367
941,54429.70307290078
942,159763.85251698687
943,325815.98677209846
944,429102.3802351546
945,395166.4820814993
946,395834.92595003097
947,365728.5022095314
948,271307.7184885761
949,220042.33463661157
950,195658.6416153704
951,174975.32385179968
952,129454.66884099825
953,83301.19243272007
954,59274.7553773212
955,22497.192853697667
956,7209.206903081734
957,1949.7280080412675
958,1031.254342151717
959,0.0
960,1221.3291689777702
961,1968.77895599882
962,5508.4743789785425
963,22452.602598469322
964,73481.12846820927
965,191920.66763582965
966,317498.5361474249
967,404914.20699888695
968,364982.73170980305
969,323840.2201799702
970,373950.99998627906
971,379933.71144322015
972,437683.87844315823
973,457980.79221982055
974,484310.19987776014
975,445590.38273780403
976,310608.79737926077
977,202896.55747754095
978,121128.35267692909
979,48332.81245116956
980,9301.37469834425
981,2273.746132495762
982,1939.3202519595784
983,1074.0390185373378
984,1502.6988648888114
985,2193.1958473828554
986,11204.128630676181
987,49960.41195013527
988,92603.19090151385
989,205828.5301438317
990,248468.18032776646
991,306045.8644519314
992,341535.8385609694
993,360801.474673745
994,526142.2673981176
995,484241.7444295281
996,389592.9101316253
997,320840.2997337608
998,316511.1213659237
999,254839.58181583713
1000,180718.86824381107
1001,102808.86565705648
1002,54495.99529001603
1003,16843.174442682623
1004,5554.412710830323
1005,2847.2016147539066
1006,3279.3582199880084
1007,1927.881680225198
1008,2042.4871821627858
1009,3139.9684712234407
1010,17310.692199444064
1011,43285.17320607618
1012,98804.54961852514
1013,207748.49667499383
1014,288085.2812202398
1015,366490.48936878383
1016,430836.40243103675
1017,512894.6296749722
1018,449683.1815450983
1019,424195.1466009473
1020,414486.62134659395
1021,396513.74600131804
1022,385904.1428839657
1023,305431.485952046
1024,256985.64746837536
1025,149024.05988202558
1026,87267.74609795267
1027,45052.655909773406
1028,9440.801794506811
1029,1945.5041145206428
1030,1382.4971356292913
1031,1458.7411438219244
1032,1370.2963176806186
1033,1560.9521357892515
1034,15413.655211086056
1035,54046.69186432964
1036,130738.89924475884
1037,203895.65218027795
1038,308938.15399676474
1039,391577.6014410625
1040,510668.0762889888
1041,563006.00178457
1042,550700.596216174
1043,503742.87405368645
1044,440306.4802027289
1045,352492.46094339655
1046,257167.92141913454
1047,200264.18092627684
1048,153956.1541111721
1049,84991.86901600269
1050,41384.902163053244
1051,20591.186312237915
1052,4933.88709123806
1053,1905.0199025190823
1054,1522.3366772461648
1055,1066.7616145166417
1056,1219.344801585771
1057,1873.2586602567872
1058,3025.4522919998503
1059,13398.9800362494
1060,57061.4035586423
1061,135939.8008341814
1062,196777.72053448655
1063,238432.5674310432
1064,317734.4446312561
1065,349292.0898554477
1066,401493.4398258685
1067,425362.02365373
1068,402445.9287098182
1069,356357.5624873203
1070,326612.1067771828
1071,308684.7491233228
1072,224009.87817212119
1073,142811.9449560852
1074,68502.10752659779
1075,32131.04172559976
1076,7743.3162634086275
1077,2300.246288165762
1078,1243.035775168791
1079,1117.720430680511
1080,1651.165568864421
1081,2401.785195651167
1082,7584.5307316829585
1083,38498.393349218684
1084,79771.74460963598
1085,142365.228119374
1086,207812.0709846361
1087,308738.2144836486
1088,383355.12480513606
1089,405143.6903616028
1090,468574.8581434168
1091,521692.8973614358
1092,466452.2084340348
1093,396788.1966581743
1094,320335.88848066516
1095,277293.3317128053
1096,264220.5475036569
1097,198670.7684366565
1098,99246.72665271754
1099,37125.38885534381
1100,6758.42738983153
1101,1934.3912744052664
1102,1993.086539667381
1103,2163.6926043502926
1104,1185.574880530867
1105,1273.2388730099121
1106,4911.200040479538
1107,20550.349795421163
1108,63031.00567417197
1109,137402.88925919431
1110,152066.35106807508
1111,206194.83913705617
1112,242625.21030678326
1113,344506.13190426154
1114,375187.96508471714
1115,459774.97120803286
1116,446995.02999244083
1117,369007.9247171649
1118,320987.83864851797
1119,299017.74131305364
1120,245614.45363399602
1121,199075.30066268047
1122,115577.52797305105
1123,57433.46471248293
1124,13856.223696920342
1125,2839.148631444352
1126,1577.7946003453228
1127,1053.3467892605368
1128,4169.758795297463
1129,6738.4441191943515
1130,37819.907527491036
1131,105879.88174196372
1132,247063.7333813938
1133,443467.01680919604
1134,686360.6801001115
1135,862666.452073329
1136,1024795.0007365418
1137,1111623.1961404118
1138,1131573.9193171405
1139,1133078.142943186
1140,1102704.4130220094
1141,1006293.0846080823
1142,823632.613484123
1143,622270.2860307893
1144,445125.3962777799
1145,286616.46719156794
1146,148835.64669055102
1147,69513.00803357881
1148,21398.170898056163
1149,2862.9625426733796
1150,1979.3748429890898
1151,2135.476527763877
1152,1956.7376053733192
1153,3864.1842570995373
1154,30802.31877436711
1155,98084.97578812958
1156,202508.80926750248
1157,389137.14756138605
1158,563834.6617557099
1159,720391.8535364657
1160,804894.1065356645
1161,782755.5802102985
1162,720229.9395220667
1163,609659.3086446228
1164,421119.5403661883
1165,328206.3019803122
1166,336509.1233229082
1167,410358.78214895685
1168,295543.5041280451
1169,164030.30049756647
1170,86914.19322205232
1171,46593.48302032959
1172,15821.235288304453
1173,6740.793805950605
1174,3361.6664216495733
1175,2452.566918856215
1176,2969.817639951247
1177,3457.85780796601
1178,15058.809214995934
1179,54246.21071246289
1180,110676.38619447504
1181,280826.93575446674
1182,503969.5270966007
1183,726520.6345796676
1184,836126.114954184
1185,944103.9388381836
1186,1007062.7970989918
1187,1064004.524009108
1188,1057909.8221185636
1189,1006680.8941881924
1190,843283.2523337232
1191,663332.8899257088
1192,456108.28350241686
1193,293325.1306529128
1194,157428.5065021109
1195,71407.57398335755
1196,27014.46301751148
1197,5257.341872336997
1198,2710.4863099934105
1199,2726.623114738028
1200,3355.2340424814347
1201,2567.5502103642807
1202,31949.557854052957
1203,100676.90271418818
1204,227484.9251457028
1205,391545.36476572766
1206,559343.4177266421
1207,792141.9939561168
1208,958112.5256272674
1209,1047525.6950612236
1210,1070705.6456545715
1211,1076071.3352891062
1212,1040157.7474242969
1213,982345.9238132552
1214,814217.933091093
1215,642261.0365104054
1216,455657.5246448917
1217,296410.3891266583
1218,165686.47503840702
1219,77697.66865369245
1220,30158.579264012093
1221,5471.290267773636
1222,1914.7436508629596
1223,2001.181093331623
1224,1795.8579172802533
1225,2243.1879236437003
1226,31667.75553903777
1227,97574.76554591548
1228,219198.38318430787
1229,371880.1757925667
1230,529788.7479501218
1231,798503.7475770161
1232,949508.4269941729
1233,1015810.6911810678
1234,1010705.9540070267
1235,819801.267835504
1236,841972.410427882
1237,816166.8773185865
1238,589290.7448000022
1239,514904.92188847566
1240,360800.7940786529
1241,231713.49948816161
1242,130917.13352442744
1243,61301.346977707835
1244,20797.460093219022
1245,5008.0257795837315
1246,1052.0150620761935
1247,1192.7971102085091
1248,1487.8831096885406
1249,2788.0528228294233
1250,7427.487601899771
1251,32290.241881430167
1252,81260.78830380723
1253,177883.51964857164
1254,249874.52308537846
1255,306331.6309542894
1256,294707.0800278347
1257,254263.6380508437
1258,425995.64521734964
1259,777702.0099246453
1260,864628.0734625385
1261,838060.9719012904
1262,737978.5455583906
1263,574089.9443906003
1264,382145.6205491402
1265,254571.2514840504
1266,135540.95823853218
1267,67043.48296023184
1268,28054.635421400082
1269,6500.5962869214245
1270,5093.60013999559
1271,4017.7479888541457
1272,581.7461542937555
1273,642.3998126329545
1274,7967.002084418866
1275,22140.667057108392
1276,25838.86271340514
1277,58135.645715609666
1278,107195.6079020557
1279,205829.96896285884
1280,319210.3769471498
1281,287239.3516188703
1282,305857.45896474575
1283,316572.3641418241
1284,380418.5404023823
1285,497978.46204280836
1286,519583.8451892963
1287,470095.01793216646
1288,338507.95334526134
1289,228946.06309300047
1290,135438.47174357908
1291,61481.3415714179
1292,15822.510487800053
1293,3675.3344060364157
1294,977.6125207197875
1295,1481.5977255824916
1296,3057.8104213594934
1297,5102.160233878215
1298,31902.560969445432
1299,92113.89852657172
1300,225574.30297260536
1301,391982.4759747903
1302,599907.8110943662
1303,804593.8748913945
1304,918721.5208544398
1305,963949.4156766966
1306,975761.3696647928
1307,942617.977205976
1308,897543.7112959486
1309,793254.1904683327
1310,611119.0518740665
1311,487829.3116723865
1312,352136.6384521911
1313,239902.77658138922
1314,128758.13572448025
1315,59049.73394310667
1316,28029.78185760079
1317,6227.878744612161
1318,1125.041453623011
1319,997.6228200187727
1320,2078.040789119742
1321,6643.233540147738
1322,29937.90632035043
1323,90815.50225854902
1324,216479.67637868217
1325,392735.15653088794
1326,564352.4887235285
1327,786154.2724884903
1328,946184.606970557
1329,1035450.1460908802
1330,1038623.4437956181
1331,1049840.6820960348
1332,1009448.7185707319
1333,911632.9235678178
1334,659849.8924833044
1335,528361.8372390964
1336,364035.2266568656
1337,236824.72076488246
1338,145343.45798370178
1339,73886.21711676866
1340,23543.300684517497
1341,6099.845877710509
1342,2060.31931956237
1343,1973.6984868859433
1344,1734.523626757795
1345,3970.5379098415883
1346,27026.996503793733
1347,67571.17459063965
1348,131104.46633144957
1349,169728.07519167633
1350,203526.3941583893
1351,237522.9658951021
1352,304987.8570358552
1353,397973.2354741554
1354,353669.63092640834
1355,311915.2609191124
1356,382781.34238841664
1357,314179.3272831638
1358,259123.99665394015
1359,213911.52637149478
1360,152579.70858613634
1361,97429.10366006165
1362,47616.80689682751
1363,25948.13254980907
1364,5635.567975548509
1365,2607.395672440686
1366,606.1049493143618
